case_id,scenario,target_rule,variant,regulation_id,regulation_name,expected_violation,predicted_violation,compliance_status,is_correct_binary,confidence_score,has_sufficient_information,conflict_found,relevant_log_fields,evidence_from_logs,missing_information,explanation
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R11_CONTRACT_END_REQUIRES_CONTRACT_START,A contract that ended must have started first,0,0,COMPLIANT,1,0.98,1,0,event|timestamp|case_id,case_id EVAL0001 includes event CONTRACT-START with timestamp 2024-02-05 || case_id EVAL0001 includes event CONTRACT-END with timestamp 2024-03-21,null,"Regulation R11 requires that if a contract has an end event, there must be a contract start event occurring beforehand; a contract end without a prior contract start is prohibited. In the provided logs for case_id EVAL0001, there is a CONTRACT-START event dated 2024-02-05 and a CONTRACT-END event dated 2024-03-21. Because the start exists and occurs before the end, the lifecycle ordering condition is satisfied and no conflict with the regulation is present."
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R12_CONTRACT_END_REQUIRES_AWARD,A terminated contract must have been awarded,0,0,COMPLIANT,1,0.93,1,0,case_id|event|timestamp,"Case EVAL0001 contains an AWARD event dated 2024-01-21. || Case EVAL0001 contains a CONTRACT-END event dated 2024-03-21, which occurs after the AWARD.",null,"Regulation R12_CONTRACT_END_REQUIRES_AWARD requires that if a contract ends (CONTRACT-END / termination), an AWARD must exist before that contract end; a contract end without a prior award is prohibited. In the provided case log for case_id EVAL0001, there is an AWARD event on 2024-01-21 and a CONTRACT-END event on 2024-03-21. Because the AWARD exists and occurs before the CONTRACT-END, the log is lifecycle-consistent with the regulation and no conflict is present. Therefore, the case is COMPLIANT."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",1,1,NON_COMPLIANT,1,0.95,1,1,amount|event|timestamp|case_id,Case EVAL0002 shows amount=3250000.0 at PUBLICATION on 2024-01-10. || Case EVAL0002 shows amount=3250000.0 at AWARD on 2024-01-31.,null,"Regulation R01_AMOUNT_LT_3000000 requires that the contract amount must remain below EUR 3,000,000 and prohibits any contract amount above EUR 3,000,000. In the provided logs for case_id EVAL0002, the amount field is consistently recorded as 3,250,000.0 across the case timeline (including PUBLICATION, PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END). Because 3,250,000.0 exceeds the EUR 3,000,000 maximum, the logs contain sufficient information to assess the requirement and they directly conflict with it. Therefore, the case is NON_COMPLIANT."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,COMPLIANT,1,0.93,1,0,case_id|event|timestamp,"Case EVAL0002 contains exactly one PUBLICATION event (2024-01-10). || No additional PUBLICATION events appear in the full case log (other events are PARTICIPATION, AWARD, CONTRACT-START, CONTRACT-END).",null,"Regulation R02_NO_DUPLICATE_PUBLICATION requires that the same call be published only once and prohibits republishing the same call. In the provided full log for case_id EVAL0002, there is exactly one event with event='PUBLICATION' (timestamp 2024-01-10). The remaining rows are different event types (PARTICIPATION, AWARD, CONTRACT-START, CONTRACT-END) and do not indicate any additional publication. Because the log is sufficient to count publication occurrences and it shows only a single publication, there is no evidence of duplicate/republished publication, so the case is compliant."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,"Case EVAL0002 shows PUBLICATION on 2024-01-10. || Case EVAL0002 shows AWARD on 2024-01-31, which is after the publication date.",null,"Regulation R03_NO_AWARD_BEFORE_PUBLICATION requires that publication of the call occurs before any award; awarding before publication is prohibited. In the provided logs for case_id EVAL0002, there is a PUBLICATION event dated 2024-01-10 and an AWARD event dated 2024-01-31. Because the award occurs after the publication (2024-01-31 > 2024-01-10), the log sequence does not conflict with the regulation. The available log data (event types and timestamps) is sufficient to assess the required ordering, so the case is compliant."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,COMPLIANT,1,0.9,1,0,event|timestamp|case_id,"Case EVAL0002 shows a PARTICIPATION event dated 2024-01-15. || Case EVAL0002 shows an AWARD event dated 2024-01-31, which occurs after participation.",null,"Regulation R04_NO_AWARD_BEFORE_PARTICIPATION requires that at least one participation occurs before any award; awarding before participation is prohibited. In the provided case log for case_id EVAL0002, there is a PARTICIPATION event on 2024-01-15 and an AWARD event on 2024-01-31. Since the participation occurs before the award, the log sequence satisfies the regulation’s condition and there is no indication of an award occurring prior to participation. Therefore, the case is compliant."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,Case EVAL0002 includes PUBLICATION on 2024-01-10 and PARTICIPATION on 2024-01-15. || Case EVAL0002 includes an AWARD event on 2024-01-31 after publication and participation.,null,"Regulation R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD requires that when a procurement case has both a published call (PUBLICATION) and candidate participation (PARTICIPATION), it must eventually be followed by an award (AWARD); it is prohibited to close the case after publication and participation without any award. In the provided log for case_id EVAL0002, there is a PUBLICATION event dated 2024-01-10 and a PARTICIPATION event dated 2024-01-15, and the timeline then shows an AWARD event dated 2024-01-31. Because an award is explicitly recorded after publication and participation, the case satisfies the rule and there is no conflict with the regulation."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,Case EVAL0002 PUBLICATION timestamp: 2024-01-10 || Case EVAL0002 AWARD timestamp: 2024-01-31,null,"Regulation R06_AWARD_WITHIN_70_DAYS requires that the award be announced within 70 days from the publication date; an award more than 70 days after publication is prohibited. The logs for case_id EVAL0002 contain both a PUBLICATION event dated 2024-01-10 and an AWARD event dated 2024-01-31. The elapsed time between 2024-01-10 and 2024-01-31 is 21 days, which is within the 70-day maximum. Because the necessary dates are present and the award occurs within 70 days of publication, there is no conflict with the regulation and the case is compliant."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,Case EVAL0002 shows an AWARD event dated 2024-01-31. || Case EVAL0002 shows a CONTRACT-START event dated 2024-02-15.,null,"Regulation R07_NO_CONTRACT_START_WITHOUT_AWARD requires that an award must occur before the contract starts (starting a contract before award is prohibited). In the provided case log for case_id EVAL0002, there is an AWARD event with timestamp 2024-01-31 and a CONTRACT-START event with timestamp 2024-02-15. Because the award date (2024-01-31) occurs before the contract start date (2024-02-15), the log sequence satisfies the regulation and no conflict is present."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,PUBLICATION timestamp for case EVAL0002 is 2024-01-10 || CONTRACT-END timestamp for case EVAL0002 is 2024-03-31,null,"Regulation R08 requires that publication occurs before the contract ends (i.e., the contract must not end before publication). In the case log for EVAL0002, the PUBLICATION event is recorded on 2024-01-10 and the CONTRACT-END event is recorded on 2024-03-31. Since 2024-01-10 occurs before 2024-03-31, the contract does not end before publication. Therefore, there is no conflict with the regulation and the case is compliant."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R09_NO_CONTRACT_END_RIGHT_AFTER_PUBLICATION_WITHOUT_PARTICIPATION_AND_AWARD,Contract must not end after publication without participation and award,0,0,COMPLIANT,1,0.9,1,0,case_id|event|timestamp,"EVAL0002 shows PUBLICATION on 2024-01-10, followed by PARTICIPATION on 2024-01-15 and AWARD on 2024-01-31. || CONTRACT-END occurs on 2024-03-31, i.e., after publication and after both participation and award events.",null,"Regulation R09 prohibits a scenario where a contract ends after publication without any participation and without any award having occurred beforehand. In the case EVAL0002 timeline, the contract is published on 2024-01-10, then there is a PARTICIPATION event on 2024-01-15 and an AWARD event on 2024-01-31, and only later does the contract end on 2024-03-31. Because participation and award both occurred after publication and before the contract end, the prohibited pattern (contract ending after publication with no participation and no award) is not present. Therefore, the case is compliant with this rule."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R10_CONTRACT_START_REQUIRES_CONTRACT_END,A started contract must have a conclusion date,0,0,COMPLIANT,1,0.95,1,0,event|timestamp|case_id,case_id=EVAL0002 includes event CONTRACT-START with timestamp 2024-02-15 || case_id=EVAL0002 includes event CONTRACT-END with timestamp 2024-03-31,null,"Regulation R10_CONTRACT_START_REQUIRES_CONTRACT_END requires that if a contract has started, it must also have a contract end (i.e., a conclusion date). In the provided logs for case_id EVAL0002, there is a CONTRACT-START event dated 2024-02-15 and there is also a CONTRACT-END event dated 2024-03-31. Because the contract start is accompanied by a recorded contract end in the same case log, the prohibited situation (a contract start without a contract end) is not present. Therefore, the case is compliant with this regulation."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R11_CONTRACT_END_REQUIRES_CONTRACT_START,A contract that ended must have started first,0,0,COMPLIANT,1,0.95,1,0,event|timestamp|case_id,case_id=EVAL0002 includes event CONTRACT-START with timestamp 2024-02-15 || case_id=EVAL0002 includes event CONTRACT-END with timestamp 2024-03-31,null,"Regulation R11 requires that if a contract has an end event, there must be a contract start event that occurs beforehand; a contract end without a prior contract start is prohibited. In the provided logs for case EVAL0002, there is a CONTRACT-START event dated 2024-02-15 and a CONTRACT-END event dated 2024-03-31. Because the contract start exists and its timestamp is earlier than the contract end timestamp, the lifecycle ordering condition is satisfied and no conflict with the regulation is present."
EVAL0002,targeted_positive,R01_AMOUNT_LT_3000000,2,R12_CONTRACT_END_REQUIRES_AWARD,A terminated contract must have been awarded,0,0,COMPLIANT,1,0.9,1,0,case_id|event|timestamp,"Case EVAL0002 contains an AWARD event dated 2024-01-31. || Case EVAL0002 contains a CONTRACT-END event dated 2024-03-31, which occurs after the AWARD.",null,"Regulation R12_CONTRACT_END_REQUIRES_AWARD requires that if a contract has a CONTRACT-END (termination/end) event, there must have been an AWARD event before that end; a contract end without a prior award is prohibited. In the provided case log for case_id EVAL0002, the timeline includes an AWARD on 2024-01-31 and a CONTRACT-END on 2024-03-31. Because the AWARD exists and occurs before the CONTRACT-END, the log satisfies the rule and no conflict is present."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",1,1,NON_COMPLIANT,1,0.95,1,1,amount|event|timestamp|case_id,case_id EVAL0003 shows amount=3300000.0 at PUBLICATION (2024-01-19). || case_id EVAL0003 shows amount=3300000.0 at AWARD (2024-02-10) and CONTRACT-START (2024-02-25).,null,"Regulation R01_AMOUNT_LT_3000000 requires that the contract amount must remain below EUR 3,000,000 and prohibits any contract amount above EUR 3,000,000. In the provided logs for case_id EVAL0003, the amount is consistently recorded as 3,300,000.0 across all events (PUBLICATION, PARTICIPATION, AWARD, CONTRACT-START, CONTRACT-END). Because 3,300,000.0 is above the EUR 3,000,000 limit, the logged contract amount conflicts with the regulation requirement. Therefore, the case is NON_COMPLIANT."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,COMPLIANT,1,0.93,1,0,case_id|event|timestamp,"Case EVAL0003 contains exactly one PUBLICATION event (publication_count=1). || Only one log row has event='PUBLICATION' with timestamp=2024-01-19; all other rows are different events (PARTICIPATION, AWARD, CONTRACT-START, CONTRACT-END).",null,"Regulation R02_NO_DUPLICATE_PUBLICATION requires that the same call be published only once and prohibits republishing the same call multiple times. In the provided case log for case_id EVAL0003, there is exactly one PUBLICATION event recorded (timestamp 2024-01-19), and no additional PUBLICATION entries appear in the timeline or raw rows. Because the logs are sufficient to count publication events and they show only a single publication, there is no indication of duplicate/republished publication for this call. Therefore, the case is compliant with the regulation."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,Case EVAL0003 shows PUBLICATION on 2024-01-19 || Case EVAL0003 shows AWARD on 2024-02-10 (after publication),null,"Regulation R03_NO_AWARD_BEFORE_PUBLICATION requires that publication of the call occurs before any award; awarding before publication is prohibited. In the provided logs for case_id EVAL0003, there is a PUBLICATION event dated 2024-01-19 and an AWARD event dated 2024-02-10. Because the award date is after the publication date, the sequence satisfies the regulation and no conflict is present in the timeline. Therefore, the case is compliant based on the available log evidence."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,"Case EVAL0003 shows a PARTICIPATION event dated 2024-01-25. || Case EVAL0003 shows an AWARD event dated 2024-02-10, which occurs after participation.",null,"Regulation R04_NO_AWARD_BEFORE_PARTICIPATION requires that at least one participation occurs before any award, and prohibits awarding before participation. In the provided log for case_id EVAL0003, there is exactly one PARTICIPATION event with timestamp 2024-01-25 and one AWARD event with timestamp 2024-02-10. Since the participation occurs before the award (2024-01-25 < 2024-02-10), the log evidence satisfies the requirement and shows no prohibited sequence (no award before participation). Therefore, the case is compliant with this regulation."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,COMPLIANT,1,0.93,1,0,case_id|event|timestamp,Case EVAL0003 includes PUBLICATION on 2024-01-19 and PARTICIPATION on 2024-01-25. || Case EVAL0003 includes an AWARD event on 2024-02-10 after publication and participation.,null,"Regulation R05 requires that when a call has been published and there is candidate participation, the process must eventually be followed by an award; it prohibits closing a case after publication and participation without any award. In the provided logs for case_id EVAL0003, there is a PUBLICATION event (2024-01-19) and a PARTICIPATION event (2024-01-25), and the timeline then shows an AWARD event on 2024-02-10. Because an award is explicitly recorded after publication and participation, the prohibited situation (publication + participation with no award) is not present. Therefore, the case is compliant with this rule based on the available log evidence."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,PUBLICATION timestamp for case EVAL0003: 2024-01-19 || AWARD timestamp for case EVAL0003: 2024-02-10,null,"Regulation R06_AWARD_WITHIN_70_DAYS requires that the award be announced within 70 days from the publication date; an award more than 70 days after publication is prohibited. In the case log for case_id EVAL0003, there is a PUBLICATION event dated 2024-01-19 and an AWARD event dated 2024-02-10. The elapsed time between 2024-01-19 and 2024-02-10 is 22 days, which is within the 70-day maximum. Because the log contains both required dates (publication and award) and the award occurs within 70 days of publication, there is no conflict with the regulation and the case is compliant."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,COMPLIANT,1,0.9,1,0,event|timestamp|case_id,Case EVAL0003 shows an AWARD event dated 2024-02-10. || Case EVAL0003 shows a CONTRACT-START event dated 2024-02-25.,null,"Regulation R07_NO_CONTRACT_START_WITHOUT_AWARD requires that an award must occur before a contract starts; starting a contract before award is prohibited. In the logs for case_id EVAL0003, there is an AWARD event on 2024-02-10 and a CONTRACT-START event on 2024-02-25. Because the contract start date occurs after the award date, the sequence satisfies the requirement and there is no indication in the provided logs that the contract started before award. Therefore, the case is compliant with this regulation."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,COMPLIANT,1,0.93,1,0,event|timestamp|case_id,PUBLICATION timestamp = 2024-01-19 (case_id=EVAL0003) || CONTRACT-END timestamp = 2024-04-10 (case_id=EVAL0003),null,"Regulation R08_NO_CONTRACT_END_BEFORE_PUBLICATION requires that publication occurs before the contract ends (i.e., a contract must not end before its corresponding call is published). In the case log for EVAL0003, the PUBLICATION event occurs on 2024-01-19 and the CONTRACT-END event occurs on 2024-04-10. Since 2024-01-19 is earlier than 2024-04-10, the contract does not end before publication. Therefore, there is no conflict with the regulation and the case is compliant."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R09_NO_CONTRACT_END_RIGHT_AFTER_PUBLICATION_WITHOUT_PARTICIPATION_AND_AWARD,Contract must not end after publication without participation and award,0,0,COMPLIANT,1,0.9,1,0,event|timestamp|case_id,"Case EVAL0003 shows PUBLICATION on 2024-01-19, followed by PARTICIPATION on 2024-01-25 and AWARD on 2024-02-10. || CONTRACT-END occurs on 2024-04-10, i.e., after publication and after both participation and award events are recorded.",null,"Regulation R09 prohibits a scenario where a contract ends after publication while having no participation and no award beforehand; if a contract ends after publication, participation and award must have occurred beforehand. In the provided log for case_id EVAL0003, the sequence is PUBLICATION (2024-01-19) -> PARTICIPATION (2024-01-25) -> AWARD (2024-02-10) -> CONTRACT-START (2024-02-25) -> CONTRACT-END (2024-04-10). Because the contract end happens after publication and the logs explicitly show both participation and award occurring before the contract end, the prohibited condition (ending after publication with no participation and no award) is not present. Therefore, the case is compliant with this rule."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R10_CONTRACT_START_REQUIRES_CONTRACT_END,A started contract must have a conclusion date,0,0,COMPLIANT,1,0.93,1,0,event|timestamp,CONTRACT-START event recorded on 2024-02-25 || CONTRACT-END event recorded on 2024-04-10,null,"Regulation R10_CONTRACT_START_REQUIRES_CONTRACT_END requires that if a contract has started, it must also have a contract end (i.e., a conclusion date); a contract start without a contract end is prohibited. In case EVAL0003, the logs include a CONTRACT-START event dated 2024-02-25 and also include a CONTRACT-END event dated 2024-04-10. Because the contract start is accompanied by a recorded contract end in the same case log, the prohibited situation (start without end) is not present. Therefore, the case is compliant with the regulation."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R11_CONTRACT_END_REQUIRES_CONTRACT_START,A contract that ended must have started first,0,0,COMPLIANT,1,0.93,1,0,event|timestamp,CONTRACT-START recorded on 2024-02-25 for case_id EVAL0003 || CONTRACT-END recorded on 2024-04-10 for case_id EVAL0003,null,"Regulation R11 requires lifecycle consistency: if a contract has a CONTRACT-END event, there must be a CONTRACT-START event that occurs beforehand; a contract end without a prior start is prohibited. In the provided logs for case EVAL0003, there is a CONTRACT-START event dated 2024-02-25 and a CONTRACT-END event dated 2024-04-10. Because the start exists and its timestamp is earlier than the end timestamp, the log does not conflict with the regulation. Therefore, the case is compliant with R11."
EVAL0003,targeted_positive,R01_AMOUNT_LT_3000000,3,R12_CONTRACT_END_REQUIRES_AWARD,A terminated contract must have been awarded,0,0,COMPLIANT,1,0.9,1,0,event|timestamp|case_id,"Case EVAL0003 contains an AWARD event dated 2024-02-10. || Case EVAL0003 contains a CONTRACT-END event dated 2024-04-10, which occurs after the AWARD.",null,"Regulation R12_CONTRACT_END_REQUIRES_AWARD requires that if a contract ends (is terminated/ended), there must have been an AWARD event before the CONTRACT-END (i.e., a contract end without a prior award is prohibited). In the provided case log for case_id EVAL0003, an AWARD is recorded on 2024-02-10 and a CONTRACT-END is recorded on 2024-04-10. Because the award exists and occurs before the contract end, the log is lifecycle-consistent with the regulation and no conflict is found."
